timestamp,participant_id,condition,event_type,waypoint_id,head_rotation_x,head_rotation_y,head_rotation_z,device_active,confidence_rating,mission_id,difficulty_rating,verification_correct,beam_content_type,session_id,mission_set,trigger_id,trigger_type,cause,duration_s,distance_m,anchor_bound,arrow_visible,extra_data
2026-03-15T20:17:23.466,P02,glass_only,BEAM_MAP_ZOOMED,,14.3,114.9,0.3,,,,,,,P02_20260315_201709,Set1,,,,,,,,"{""zoom_level"":3.0}"
2026-03-15T20:17:23.467,P02,glass_only,MISSION_START,,14.3,114.9,0.3,,,A1,,,,P02_20260315_201709,Set1,,,,,,,,"{""mission_id"":""A1"",""type"":""A_DirectionVerify"",""briefing"":""Find a research lab focused on intelligence-related studies. Upon arrival, check the room number.""}"
2026-03-15T20:17:25.088,P02,glass_only,GLASS_ARROW_SHOWN,,17.6,112.4,4.6,,,A1,,,,P02_20260315_201709,Set1,,,,,,,,{}
2026-03-15T20:17:25.334,P02,glass_only,PAUSE_START,WP02,19.6,113.3,7.0,,,A1,,,,P02_20260315_201709,Set1,,,,,,,,"{""position"":""(2.08, -0.07, -0.85)""}"
2026-03-15T20:17:26.351,P02,glass_only,PAUSE_END,WP02,18.8,122.7,6.6,,,A1,,,,P02_20260315_201709,Set1,,,,3.1,,,,"{""duration_s"":3.1,""position"":""(2.36, -0.07, -0.89)""}"
2026-03-15T20:17:27.589,P02,glass_only,NAV_STATE_SNAPSHOT,WP02,18.3,111.1,3.2,,,A1,,,,P02_20260315_201709,Set1,,,,,9.63,false,true,"{""anchor_bound"":false,""player_pos"":""(2.98, 1.06, -1.26)"",""target_pos"":""(36.00, 0.00, 33.00)"",""distance_m"":9.63,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:17:32.551,P02,glass_only,BEAM_TAB_SWITCH,,20.2,90.8,356.3,,,A1,,,map,P02_20260315_201709,Set1,,,,,,,,"{""tab_index"":0}"
2026-03-15T20:17:32.641,P02,glass_only,NAV_STATE_SNAPSHOT,WP02,20.2,90.8,356.3,,,A1,,,,P02_20260315_201709,Set1,,,,,7.99,false,true,"{""anchor_bound"":false,""player_pos"":""(4.54, 1.08, -1.97)"",""target_pos"":""(36.00, 0.00, 33.00)"",""distance_m"":7.99,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:17:32.949,P02,glass_only,PAUSE_START,WP02,20.8,90.8,356.4,,,A1,,,,P02_20260315_201709,Set1,,,,,,,,"{""position"":""(4.54, -0.04, -1.97)""}"
2026-03-15T20:17:34.353,P02,glass_only,BEAM_TAB_SWITCH,,20.7,92.2,356.3,,,A1,,,map,P02_20260315_201709,Set1,,,,,,,,"{""tab_index"":0}"
2026-03-15T20:17:35.823,P02,glass_only,BEAM_TAB_SWITCH,,20.7,92.8,356.9,,,A1,,,map,P02_20260315_201709,Set1,,,,,,,,"{""tab_index"":0}"
2026-03-15T20:17:37.643,P02,glass_only,NAV_STATE_SNAPSHOT,WP02,20.1,99.1,359.6,,,A1,,,,P02_20260315_201709,Set1,,,,,7.96,false,true,"{""anchor_bound"":false,""player_pos"":""(4.55, 1.07, -2.00)"",""target_pos"":""(36.00, 0.00, 33.00)"",""distance_m"":7.96,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:17:39.181,P02,glass_only,BEAM_TAB_SWITCH,,20.3,99.7,359.8,,,A1,,,map,P02_20260315_201709,Set1,,,,,,,,"{""tab_index"":0}"
2026-03-15T20:17:41.387,P02,glass_only,PAUSE_END,WP02,20.4,102.4,1.8,,,A1,,,,P02_20260315_201709,Set1,,,,10.2,,,,"{""duration_s"":10.2,""position"":""(4.76, -0.06, -2.10)""}"
2026-03-15T20:17:42.957,P02,glass_only,NAV_STATE_SNAPSHOT,WP02,38.3,92.0,0.6,,,A1,,,,P02_20260315_201709,Set1,,,,,6.67,false,true,"{""anchor_bound"":false,""player_pos"":""(5.86, 1.00, -2.50)"",""target_pos"":""(36.00, 0.00, 33.00)"",""distance_m"":6.67,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:17:43.424,P02,glass_only,BEAM_INFO_CARD_OPENED,,39.1,113.4,2.8,,,A1,,,s1_card_01,P02_20260315_201709,Set1,,,,,,,,{}
2026-03-15T20:17:43.426,P02,glass_only,BEAM_TAB_SWITCH,,39.1,113.4,2.8,,,A1,,,info_card,P02_20260315_201709,Set1,,,,,,,,"{""tab_index"":1}"
2026-03-15T20:17:43.427,P02,glass_only,WAYPOINT_REACHED,WP02,39.1,113.4,2.8,,,A1,,,,P02_20260315_201709,Set1,,,radius,,,,,"{""cause"":""radius"",""is_target"":true}"
2026-03-15T20:17:43.429,P02,glass_only,MISSION_ARRIVAL,WP02,39.1,113.4,2.8,,,A1,,,,P02_20260315_201709,Set1,,,,,,,,"{""mission_id"":""A1""}"
2026-03-15T20:17:47.970,P02,glass_only,NAV_STATE_SNAPSHOT,WP03,359.3,106.8,354.5,,,A1,,,,P02_20260315_201709,Set1,,,,,14.78,false,true,"{""anchor_bound"":false,""player_pos"":""(9.24, 1.07, -4.35)"",""target_pos"":""(36.00, 0.00, 45.00)"",""distance_m"":14.78,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:17:52.967,P02,glass_only,NAV_STATE_SNAPSHOT,WP03,48.6,93.3,2.0,,,A1,,,,P02_20260315_201709,Set1,,,,,11.44,false,true,"{""anchor_bound"":false,""player_pos"":""(12.44, 0.97, -5.83)"",""target_pos"":""(36.00, 0.00, 45.00)"",""distance_m"":11.44,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:17:55.753,P02,glass_only,RELOCALIZATION_COMPLETE,,6.9,89.4,355.3,,,A1,,,,P02_20260315_201709,Set1,,,,,,,,"{""success_rate"":0.22,""action"":""complete""}"
2026-03-15T20:17:59.964,P02,glass_only,VERIFICATION_ANSWERED,WP02,8.6,92.9,358.8,,,A1,,true,,P02_20260315_201709,Set1,,,,,,,,"{""mission_id"":""A1"",""answer"":1,""correct"":true,""rt_s"":14.5}"
2026-03-15T20:18:00.001,P02,glass_only,NAV_STATE_SNAPSHOT,WP03,8.6,92.9,358.8,,,A1,,,,P02_20260315_201709,Set1,,,,,9.25,false,true,"{""anchor_bound"":false,""player_pos"":""(14.61, 1.06, -6.83)"",""target_pos"":""(36.00, 0.00, 45.00)"",""distance_m"":9.25,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:18:01.211,P02,glass_only,PAUSE_START,WP03,11.7,100.0,0.0,,,A1,,,,P02_20260315_201709,Set1,,,,,,,,"{""position"":""(14.63, -0.06, -6.82)""}"
2026-03-15T20:18:04.366,P02,glass_only,CONFIDENCE_RATED,WP02,10.5,99.6,0.0,,4,A1,,,,P02_20260315_201709,Set1,,,,,,,,"{""mission_id"":""A1"",""rating"":4}"
2026-03-15T20:18:05.019,P02,glass_only,NAV_STATE_SNAPSHOT,WP03,10.9,99.5,359.7,,,A1,,,,P02_20260315_201709,Set1,,,,,9.25,false,true,"{""anchor_bound"":false,""player_pos"":""(14.62, 1.06, -6.82)"",""target_pos"":""(36.00, 0.00, 45.00)"",""distance_m"":9.25,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:18:10.029,P02,glass_only,NAV_STATE_SNAPSHOT,WP03,10.0,101.5,0.1,,,A1,,,,P02_20260315_201709,Set1,,,,,9.27,false,true,"{""anchor_bound"":false,""player_pos"":""(14.61, 1.06, -6.81)"",""target_pos"":""(36.00, 0.00, 45.00)"",""distance_m"":9.27,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:18:11.363,P02,glass_only,DIFFICULTY_RATED,,10.9,102.4,0.3,,,A1,3,,,P02_20260315_201709,Set1,,,,,,,,"{""mission_id"":""A1"",""rating"":3}"
2026-03-15T20:18:11.365,P02,glass_only,MISSION_COMPLETE,,10.9,102.4,0.3,,,A1,,true,,P02_20260315_201709,Set1,,,,45.6,,,,"{""mission_id"":""A1"",""correct"":true,""duration_s"":46}"
2026-03-15T20:18:13.391,P02,glass_only,BEAM_MAP_ZOOMED,,39.3,103.5,4.1,,,A1,,,,P02_20260315_201709,Set1,,,,,,,,"{""zoom_level"":3.0}"
2026-03-15T20:18:13.392,P02,glass_only,MISSION_START,,39.3,103.5,4.1,,,B1,,,,P02_20260315_201709,Set1,,,,,,,,"{""mission_id"":""B1"",""type"":""B_AmbiguousDecision"",""briefing"":""Walk along the corridor and find the first professor's office you encounter.""}"
2026-03-15T20:18:13.394,P02,glass_only,TRIGGER_ACTIVATED,,39.3,103.5,4.1,,,B1,,,,P02_20260315_201709,Set1,T2,T2_InformationConflict,,,,,,"{""trigger_type"":""T2_InformationConflict"",""trigger_id"":""T2""}"
2026-03-15T20:18:15.035,P02,glass_only,NAV_STATE_SNAPSHOT,WP03,25.0,113.3,0.9,,,B1,,,,P02_20260315_201709,Set1,,,,,9.25,false,true,"{""anchor_bound"":false,""player_pos"":""(14.64, 1.03, -6.81)"",""target_pos"":""(36.00, 0.00, 45.00)"",""distance_m"":9.25,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:18:15.394,P02,glass_only,GLASS_ARROW_OFFSET,,25.0,113.6,1.1,,,B1,,,,P02_20260315_201709,Set1,T2,,,,,,,"{""spread_angle"":120.0,""trigger_id"":""T2""}"
2026-03-15T20:18:17.827,P02,glass_only,GLASS_ARROW_SHOWN,,25.3,115.4,1.1,,,B1,,,,P02_20260315_201709,Set1,,,,,,,,{}
2026-03-15T20:18:19.416,P02,glass_only,GLASS_ARROW_OFFSET,,40.1,118.4,8.9,,,B1,,,,P02_20260315_201709,Set1,T2,,,,,,,"{""spread_angle"":120.0,""trigger_id"":""T2""}"
2026-03-15T20:18:20.047,P02,glass_only,NAV_STATE_SNAPSHOT,WP03,20.4,126.5,355.1,,,B1,,,,P02_20260315_201709,Set1,,,,,9.27,false,true,"{""anchor_bound"":false,""player_pos"":""(14.63, 1.04, -6.79)"",""target_pos"":""(36.00, 0.00, 45.00)"",""distance_m"":9.27,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:18:21.517,P02,glass_only,PAUSE_END,WP03,25.9,110.1,352.6,,,B1,,,,P02_20260315_201709,Set1,,,,22.4,,,,"{""duration_s"":22.4,""position"":""(14.81, -0.11, -6.99)""}"
2026-03-15T20:18:23.440,P02,glass_only,GLASS_ARROW_OFFSET,,34.8,103.7,1.7,,,B1,,,,P02_20260315_201709,Set1,T2,,,,,,,"{""spread_angle"":120.0,""trigger_id"":""T2""}"
2026-03-15T20:18:24.557,P02,glass_only,PAUSE_START,WP03,26.5,113.1,356.6,,,B1,,,,P02_20260315_201709,Set1,,,,,,,,"{""position"":""(15.00, -0.09, -7.04)""}"
2026-03-15T20:18:25.060,P02,glass_only,NAV_STATE_SNAPSHOT,WP03,27.1,113.0,356.8,,,B1,,,,P02_20260315_201709,Set1,,,,,8.84,false,true,"{""anchor_bound"":false,""player_pos"":""(15.01, 1.03, -7.04)"",""target_pos"":""(36.00, 0.00, 45.00)"",""distance_m"":8.84,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:18:27.447,P02,glass_only,GLASS_ARROW_OFFSET,,27.4,113.2,357.1,,,B1,,,,P02_20260315_201709,Set1,T2,,,,,,,"{""spread_angle"":120.0,""trigger_id"":""T2""}"
2026-03-15T20:18:30.070,P02,glass_only,NAV_STATE_SNAPSHOT,WP03,10.2,115.1,355.7,,,B1,,,,P02_20260315_201709,Set1,,,,,8.85,false,true,"{""anchor_bound"":false,""player_pos"":""(14.99, 1.07, -7.04)"",""target_pos"":""(36.00, 0.00, 45.00)"",""distance_m"":8.85,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:18:31.458,P02,glass_only,GLASS_ARROW_OFFSET,,10.7,114.8,355.6,,,B1,,,,P02_20260315_201709,Set1,T2,,,,,,,"{""spread_angle"":120.0,""trigger_id"":""T2""}"
2026-03-15T20:18:33.695,P02,glass_only,PAUSE_END,WP03,3.0,110.9,355.8,,,B1,,,,P02_20260315_201709,Set1,,,,11.2,,,,"{""duration_s"":11.2,""position"":""(15.23, -0.07, -7.15)""}"
2026-03-15T20:18:35.072,P02,glass_only,NAV_STATE_SNAPSHOT,WP03,38.9,97.3,5.3,,,B1,,,,P02_20260315_201709,Set1,,,,,7.83,false,true,"{""anchor_bound"":false,""player_pos"":""(16.07, 1.00, -7.52)"",""target_pos"":""(36.00, 0.00, 45.00)"",""distance_m"":7.83,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:18:35.484,P02,glass_only,GLASS_ARROW_OFFSET,,40.2,90.7,1.9,,,B1,,,,P02_20260315_201709,Set1,T2,,,,,,,"{""spread_angle"":120.0,""trigger_id"":""T2""}"
2026-03-15T20:18:37.521,P02,glass_only,BEAM_INFO_CARD_OPENED,,3.6,102.9,358.7,,,B1,,,s1_card_02,P02_20260315_201709,Set1,,,,,,,,{}
2026-03-15T20:18:37.524,P02,glass_only,WAYPOINT_REACHED,WP03,3.6,102.9,358.7,,,B1,,,,P02_20260315_201709,Set1,,,radius,,,,,"{""cause"":""radius"",""is_target"":true}"
2026-03-15T20:18:37.526,P02,glass_only,MISSION_ARRIVAL,WP03,3.6,102.9,358.7,,,B1,,,,P02_20260315_201709,Set1,,,,,,,,"{""mission_id"":""B1""}"
2026-03-15T20:18:39.502,P02,glass_only,GLASS_ARROW_OFFSET,,41.7,95.1,357.7,,,B1,,,,P02_20260315_201709,Set1,T2,,,,,,,"{""spread_angle"":120.0,""trigger_id"":""T2""}"
2026-03-15T20:18:40.081,P02,glass_only,NAV_STATE_SNAPSHOT,WP04,43.6,86.5,355.5,,,B1,,,,P02_20260315_201709,Set1,,,,,15.82,false,true,"{""anchor_bound"":false,""player_pos"":""(19.40, 1.00, -9.34)"",""target_pos"":""(36.00, 0.00, 57.00)"",""distance_m"":15.82,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:18:43.537,P02,glass_only,GLASS_ARROW_OFFSET,,0.3,106.9,353.3,,,B1,,,,P02_20260315_201709,Set1,T2,,,,,,,"{""spread_angle"":120.0,""trigger_id"":""T2""}"
2026-03-15T20:18:45.094,P02,glass_only,NAV_STATE_SNAPSHOT,WP04,1.1,93.8,358.8,,,B1,,,,P02_20260315_201709,Set1,,,,,14.09,false,true,"{""anchor_bound"":false,""player_pos"":""(20.90, 1.12, -10.31)"",""target_pos"":""(36.00, 0.00, 57.00)"",""distance_m"":14.09,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:18:46.931,P02,glass_only,PAUSE_START,WP04,4.9,94.1,357.2,,,B1,,,,P02_20260315_201709,Set1,,,,,,,,"{""position"":""(20.86, 0.00, -10.33)""}"
2026-03-15T20:18:47.546,P02,glass_only,GLASS_ARROW_OFFSET,,2.2,94.0,356.9,,,B1,,,,P02_20260315_201709,Set1,T2,,,,,,,"{""spread_angle"":120.0,""trigger_id"":""T2""}"
2026-03-15T20:18:49.742,P02,glass_only,VERIFICATION_ANSWERED,WP03,3.1,91.6,357.7,,,B1,,true,,P02_20260315_201709,Set1,,,,,,,,"{""mission_id"":""B1"",""answer"":1,""correct"":true,""rt_s"":12.2}"
2026-03-15T20:18:50.097,P02,glass_only,NAV_STATE_SNAPSHOT,WP04,3.2,91.9,357.6,,,B1,,,,P02_20260315_201709,Set1,,,,,14.09,false,true,"{""anchor_bound"":false,""player_pos"":""(20.86, 1.11, -10.34)"",""target_pos"":""(36.00, 0.00, 57.00)"",""distance_m"":14.09,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:18:51.537,P02,glass_only,PAUSE_END,WP04,2.5,96.5,359.3,,,B1,,,,P02_20260315_201709,Set1,,,,6.6,,,,"{""duration_s"":6.6,""position"":""(20.91, 0.00, -10.24)""}"
2026-03-15T20:18:51.597,P02,glass_only,GLASS_ARROW_OFFSET,,2.5,96.5,359.3,,,B1,,,,P02_20260315_201709,Set1,T2,,,,,,,"{""spread_angle"":120.0,""trigger_id"":""T2""}"
2026-03-15T20:18:54.080,P02,glass_only,PAUSE_START,WP04,1.8,98.0,0.7,,,B1,,,,P02_20260315_201709,Set1,,,,,,,,"{""position"":""(20.96, -0.01, -10.20)""}"
2026-03-15T20:18:55.099,P02,glass_only,PAUSE_END,WP04,8.6,63.3,3.4,,,B1,,,,P02_20260315_201709,Set1,,,,3.1,,,,"{""duration_s"":3.1,""position"":""(21.01, -0.03, -10.08)""}"
2026-03-15T20:18:55.120,P02,glass_only,NAV_STATE_SNAPSHOT,WP04,8.6,63.3,3.4,,,B1,,,,P02_20260315_201709,Set1,,,,,14.18,false,true,"{""anchor_bound"":false,""player_pos"":""(21.02, 1.09, -10.08)"",""target_pos"":""(36.00, 0.00, 57.00)"",""distance_m"":14.18,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:18:55.600,P02,glass_only,GLASS_ARROW_OFFSET,,16.4,89.2,1.4,,,B1,,,,P02_20260315_201709,Set1,T2,,,,,,,"{""spread_angle"":120.0,""trigger_id"":""T2""}"
2026-03-15T20:18:56.471,P02,glass_only,CONFIDENCE_RATED,WP03,21.0,99.2,2.9,,3,B1,,,,P02_20260315_201709,Set1,,,,,,,,"{""mission_id"":""B1"",""rating"":3}"
2026-03-15T20:18:58.167,P02,glass_only,PAUSE_START,WP04,20.1,100.1,2.4,,,B1,,,,P02_20260315_201709,Set1,,,,,,,,"{""position"":""(21.03, -0.06, -10.11)""}"
2026-03-15T20:18:59.610,P02,glass_only,GLASS_ARROW_OFFSET,,20.2,100.5,2.9,,,B1,,,,P02_20260315_201709,Set1,T2,,,,,,,"{""spread_angle"":120.0,""trigger_id"":""T2""}"
2026-03-15T20:19:00.128,P02,glass_only,NAV_STATE_SNAPSHOT,WP04,20.9,101.0,2.5,,,B1,,,,P02_20260315_201709,Set1,,,,,14.15,false,true,"{""anchor_bound"":false,""player_pos"":""(21.04, 1.05, -10.11)"",""target_pos"":""(36.00, 0.00, 57.00)"",""distance_m"":14.15,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:19:00.531,P02,glass_only,DIFFICULTY_RATED,,21.1,101.7,2.4,,,B1,3,,,P02_20260315_201709,Set1,,,,,,,,"{""mission_id"":""B1"",""rating"":3}"
2026-03-15T20:19:00.533,P02,glass_only,MISSION_COMPLETE,,21.1,101.7,2.4,,,B1,,true,,P02_20260315_201709,Set1,,,,47.1,,,,"{""mission_id"":""B1"",""correct"":true,""duration_s"":47}"
2026-03-15T20:19:00.533,P02,glass_only,TRIGGER_RESPONSE,,21.1,101.7,2.4,,,B1,,,,P02_20260315_201709,Set1,T2,T2_InformationConflict,none,47.1,,,,"{""trigger_id"":""T2"",""trigger_type"":""T2_InformationConflict"",""reaction_time_s"":47.1,""first_action"":""none""}"
2026-03-15T20:19:00.533,P02,glass_only,TRIGGER_DEACTIVATED,,21.1,101.7,2.4,,,B1,,,,P02_20260315_201709,Set1,T2,T2_InformationConflict,,47.1,,,,"{""trigger_type"":""T2_InformationConflict"",""duration_s"":47.1}"
2026-03-15T20:19:00.534,P02,glass_only,GLASS_ARROW_SHOWN,,21.1,101.7,2.4,,,B1,,,,P02_20260315_201709,Set1,,,,,,,,{}
2026-03-15T20:19:02.534,P02,glass_only,BEAM_MAP_ZOOMED,,42.9,90.5,6.8,,,B1,,,,P02_20260315_201709,Set1,,,,,,,,"{""zoom_level"":3.0}"
2026-03-15T20:19:02.535,P02,glass_only,MISSION_START,,42.9,90.5,6.8,,,A2,,,,P02_20260315_201709,Set1,,,,,,,,"{""mission_id"":""A2"",""type"":""A_DirectionVerify"",""briefing"":""Find a professor's office at the far end of this corridor. Upon arrival, check the room number.""}"
2026-03-15T20:19:04.821,P02,glass_only,PAUSE_END,WP04,39.1,110.2,5.2,,,A2,,,,P02_20260315_201709,Set1,,,,8.7,,,,"{""duration_s"":8.7,""position"":""(21.19, -0.09, -10.28)""}"
2026-03-15T20:19:05.158,P02,glass_only,NAV_STATE_SNAPSHOT,WP04,38.5,109.4,3.1,,,A2,,,,P02_20260315_201709,Set1,,,,,13.87,false,true,"{""anchor_bound"":false,""player_pos"":""(21.21, 1.03, -10.34)"",""target_pos"":""(36.00, 0.00, 57.00)"",""distance_m"":13.87,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
2026-03-15T20:19:07.361,P02,glass_only,PAUSE_START,WP04,37.2,106.4,1.8,,,A2,,,,P02_20260315_201709,Set1,,,,,,,,"{""position"":""(21.14, -0.07, -10.34)""}"
2026-03-15T20:19:08.034,P02,glass_only,GLASS_ARROW_SHOWN,,36.8,107.0,2.2,,,A2,,,,P02_20260315_201709,Set1,,,,,,,,{}
2026-03-15T20:19:10.164,P02,glass_only,NAV_STATE_SNAPSHOT,WP04,26.8,105.2,359.9,,,A2,,,,P02_20260315_201709,Set1,,,,,13.86,false,true,"{""anchor_bound"":false,""player_pos"":""(21.16, 1.06, -10.39)"",""target_pos"":""(36.00, 0.00, 57.00)"",""distance_m"":13.86,""arrow_visible"":true,""route"":""B"",""condition"":""glass_only"",""has_map_calib"":true,""calib_source"":""anchor_2""}"
